IDNOTA,IDCLIENTE,IDVENDEDOR,IDFORMA,IDPRODUTO,IDFORNECEDOR,IDTEMPO,QUANTIDADE
10846,966,12,17,68,13,74293,2
10846,966,12,17,187,28,74293,1
10847,165,7,16,44,10,74403,2
10847,165,7,16,213,32,74403,2
10847,165,7,16,175,39,74403,3
10848,311,21,11,12,2,74333,5
10849,729,4,18,171,13,74359,4
10850,714,6,15,144,26,74342,1
10851,303,22,14,40,8,74301,1
10851,303,22,14,113,41,74301,4
10852,23,1,20,18,6,74367,1
10852,23,1,20,212,32,74367,5
10852,23,1,20,2,1,74367,1
10853,336,11,17,148,13,74268,1
10854,853,1,3,194,19,74411,1
10855,484,6,21,83,18,74451,4
10855,484,6,21,157,40,74451,3
10856,219,12,8,125,23,74145,1
10857,469,2,1,230,35,74467,4
10859,767,13,22,59,11,74111,1
10861,791,14,1,44,10,74271,3
10861,791,14,1,69,13,74271,5
10863,979,19,8,25,5,74422,3
10865,41,10,5,31,6,74182,3
10865,41,10,5,33,6,74182,2
10867,781,20,22,26,6,74202,3
10869,542,18,23,194,19,74179,4
10871,660,22,3,27,7,74303,1
10873,392,7,4,226,34,74260,3
10875,735,10,2,21,4,74128,1
10877,829,2,3,39,8,74305,1
10879,146,16,18,147,26,74322,4
10881,74,4,5,153,22,74433,1
10881,74,4,5,221,35,74433,1
10883,693,10,4,202,38,74376,2
10885,472,18,6,20,4,74161,1
10887,308,14,11,146,26,74114,1
10889,388,24,6,145,13,74230,2
10889,388,24,6,144,26,74230,2
10889,388,24,6,201,27,74230,5
10891,61,10,7,13,2,74433,2
10893,480,3,21,141,24,74305,1
10895,550,6,26,153,22,74203,1
10915,37,11,1,10,22,74157,1
10916,222,14,5,175,39,74170,2
10916,222,14,5,193,19,74170,3
10917,858,18,18,71,14,74267,2
10918,33,10,20,121,22,74261,1
10919,404,22,12,158,40,74268,1
10920,874,3,23,18,6,74128,3
10921,119,20,12,189,29,74403,1
10922,884,14,25,154,40,74178,4
10922,884,14,25,186,27,74178,2
10923,424,23,5,134,21,74392,3
10923,424,23,5,146,26,74392,4
10924,241,17,2,147,26,74160,3
10925,25,17,15,20,4,74218,2
10926,251,11,26,177,13,74299,1
10927,912,10,3,110,25,74270,1
10928,960,17,6,92,17,74216,3
10929,715,11,22,187,28,74181,4
10930,899,8,16,127,37,74214,1
10931,271,7,13,179,39,74437,1
10932,843,5,1,165,14,74116,3
10932,843,5,1,215,33,74116,2
10933,38,17,8,146,26,74300,2
10933,38,17,8,158,40,74300,3
10934,307,22,17,2,1,74215,3
10934,307,22,17,178,39,74215,1
10936,337,3,9,205,31,74228,1
10938,58,7,8,104,13,74433,2
10938,58,7,8,80,18,74433,5
10940,896,22,1,180,39,74426,1
10942,96,10,2,171,13,74141,3
10944,26,12,18,28,7,74107,1
10946,297,14,17,83,18,74297,1
10948,974,17,4,28,7,74209,3
10950,290,10,24,120,18,74389,4
10952,824,20,20,135,21,74395,4
10954,167,13,4,207,31,74364,1
10956,888,8,8,142,24,74268,3
10956,888,8,8,204,31,74268,4
10958,196,5,1,76,16,74143,3
10960,767,3,6,13,2,74125,2
10960,767,3,6,230,35,74125,2
10960,767,3,6,94,17,74125,2
10962,907,6,25,175,39,74161,1
10964,158,15,8,94,17,74240,3
10966,17,1,13,44,10,74158,2
10968,916,2,16,90,17,74467,1
10970,114,21,14,157,40,74425,1
10972,390,2,23,100,25,74212,1
10992,457,23,21,219,36,74109,1
10993,357,13,15,86,18,74231,1
10994,417,1,11,132,13,74300,3
10994,417,1,11,116,41,74300,2
10995,5,5,24,57,11,74404,4
10995,5,5,24,209,30,74404,2
10996,646,24,11,77,16,74374,1
10997,606,15,11,55,9,74278,1
10998,664,14,22,6,22,74221,1
10999,325,23,14,26,6,74126,3
10999,325,23,14,90,17,74126,2
11000,427,6,3,93,17,74160,3
11001,45,15,20,137,23,74117,2
11001,45,15,20,160,18,74117,5
11001,45,15,20,41,9,74117,2
11002,340,10,5,204,31,74246,2
11002,340,10,5,64,12,74246,3
11003,862,18,12,16,4,74108,3
11004,888,9,13,67,13,74221,1
11005,926,16,14,107,21,74143,4
11006,101,23,14,43,10,74368,1
11007,648,7,12,105,21,74462,3
11007,648,7,12,5,1,74462,5
11008,453,19,14,88,23,74210,3
11009,241,22,15,145,13,74328,1
11010,50,22,16,212,32,74406,5
11011,8,21,17,117,41,74123,1
11013,670,5,18,59,11,74123,2
11013,670,5,18,13,2,74123,4
11013,670,5,18,141,24,74123,4
11013,670,5,18,203,30,74123,2
11015,717,16,13,118,18,74115,1
11017,266,17,20,138,24,74412,3
11017,266,17,20,206,31,74412,5
11017,266,17,20,182,18,74412,2
11019,964,21,14,140,24,74301,5
11019,964,21,14,74,16,74301,5
11019,964,21,14,184,14,74301,2
11019,964,21,14,232,36,74301,3
11021,438,10,1,204,31,74462,2
11023,783,24,26,14,3,74249,1
11025,875,9,19,155,40,74373,4
11027,790,4,21,95,21,74157,1
11029,957,22,9,148,13,74272,5
11031,561,4,20,79,17,74200,1
11033,293,16,8,137,23,74149,4
11033,293,16,8,11,22,74149,2
11033,293,16,8,168,13,74149,4
11035,451,18,7,118,18,74442,2
11035,451,18,7,226,34,74442,5
11035,451,18,7,173,38,74442,4
11037,687,8,3,151,22,74361,1
11039,812,23,25,201,27,74168,1
11041,461,20,15,153,22,74189,2
11043,766,23,15,185,27,74142,1
11043,766,23,15,92,17,74142,2
11043,766,23,15,197,20,74142,4
11045,458,5,15,174,14,74462,3
11047,603,10,26,47,9,74339,1
11049,957,22,12,2,1,74380,2
11049,957,22,12,104,13,74380,1
11049,957,22,12,181,39,74380,4
11049,957,22,12,101,18,74380,2
11069,412,7,7,5,1,74245,4
11069,412,7,7,104,13,74245,4
11069,412,7,7,14,3,74245,4
11070,488,17,11,66,13,74362,3
11071,755,14,23,62,12,74204,2
11072,692,7,17,145,13,74339,5
11072,692,7,17,80,18,74339,3
11072,692,7,17,211,31,74339,4
11073,950,21,18,162,18,74367,1
11073,950,21,18,39,8,74367,4
11074,271,5,16,194,19,74247,4
11074,271,5,16,189,29,74247,3
11075,988,4,6,219,36,74333,2
11075,988,4,6,231,36,74333,2
11076,431,16,13,150,16,74459,1
11077,869,12,6,78,17,74397,2
11077,869,12,6,164,14,74397,3
11077,869,12,6,26,6,74397,2
11077,869,12,6,161,18,74397,4
11078,445,2,10,210,31,74334,1
11079,1000,16,26,170,13,74182,1
11080,53,9,25,116,41,74364,5
11080,53,9,25,144,26,74364,3
11081,68,9,4,35,7,74270,2
11081,68,9,4,180,39,74270,4
11082,524,22,13,205,31,74328,4
11083,825,5,19,2,1,74129,1
11084,502,6,16,145,13,74418,1
11085,596,11,6,75,16,74336,4
11085,596,11,6,160,18,74336,3
11085,596,11,6,64,12,74336,2
11086,803,7,19,73,15,74301,1
11087,935,22,6,181,39,74436,1
11088,658,3,17,217,34,74360,3
11090,423,22,15,203,30,74325,1
11092,111,13,4,143,21,74451,1
11094,77,6,1,211,31,74383,1
11096,693,23,2,47,9,74451,4
11098,305,4,4,83,18,74238,3
11098,305,4,4,117,41,74238,4
11098,305,4,4,14,3,74238,3
11098,305,4,4,124,23,74238,2
11100,435,6,1,175,39,74176,1
11102,652,10,16,97,25,74361,4
11104,391,22,15,122,22,74337,1
11106,205,19,26,106,21,74228,5
11106,205,19,26,117,41,74228,2
11108,619,20,17,104,13,74447,2
11110,381,18,3,94,17,74151,1
11112,261,16,2,108,21,74362,3
11112,261,16,2,74,16,74362,2
11114,386,15,6,170,13,74108,1
11116,717,12,15,196,19,74330,3
11116,717,12,15,34,7,74330,5
11118,325,14,5,10,22,74232,1
11120,507,12,11,198,38,74183,1
11122,513,20,8,89,23,74168,3
11122,513,20,8,219,36,74168,1
11122,513,20,8,118,18,74168,4
11124,904,7,24,60,11,74424,4
11124,904,7,24,157,40,74424,5
11124,904,7,24,115,41,74424,5
11126,552,5,22,41,9,74447,2
11146,257,5,24,208,31,74146,1
11147,180,8,17,60,11,74395,1
11148,569,24,15,163,18,74325,4
11149,175,24,21,169,13,74389,4
11150,188,1,18,228,34,74169,5
11150,188,1,18,196,19,74169,4
11151,483,19,11,68,13,74129,1
11152,507,18,6,90,17,74401,2
11153,953,22,6,41,9,74241,2
11153,953,22,6,31,6,74241,5
11154,285,17,25,210,31,74242,2
11155,204,13,17,42,9,74251,1
11155,204,13,17,85,18,74251,4
11156,546,20,4,167,14,74309,2
11156,546,20,4,91,17,74309,3
11157,976,15,12,96,25,74187,4
11158,129,12,23,139,24,74362,4
11159,111,9,7,31,6,74381,3
11160,569,1,12,26,6,74322,2
11161,498,23,22,169,13,74149,1
11162,593,6,23,210,31,74419,1
11163,538,13,10,23,7,74351,1
11164,264,5,17,53,9,74375,3
11164,264,5,17,198,38,74375,1
11165,891,14,9,209,30,74304,1
11167,420,10,7,68,13,74239,3
11169,934,12,5,62,12,74243,1
11169,934,12,5,18,6,74243,2
11171,128,24,17,215,33,74208,3
11171,128,24,17,211,31,74208,2
11173,214,9,11,73,15,74345,3
11173,214,9,11,93,17,74345,3
11175,451,22,8,65,12,74403,1
11177,975,12,9,207,31,74144,5
11177,975,12,9,86,18,74144,5
11177,975,12,9,32,6,74144,3
11179,983,1,17,199,20,74125,1
11181,581,4,25,139,24,74214,1
11183,767,20,16,130,18,74365,4
11185,397,9,11,188,28,74110,2
11185,397,9,11,30,6,74110,1
11187,376,24,10,95,21,74234,4
11189,885,8,24,186,27,74380,1
11191,84,20,3,105,21,74150,5
11193,570,24,23,206,31,74201,2
11195,477,10,8,179,39,74238,2
11197,880,5,7,70,14,74201,1
11199,419,17,24,89,23,74183,4
11201,633,22,17,195,27,74168,4
11203,412,23,26,30,6,74163,4
11203,412,23,26,200,27,74163,4
11203,412,23,26,19,7,74163,3
11203,412,23,26,87,23,74163,4
11223,583,21,1,151,22,74197,1
11224,777,18,9,5,1,74117,1
11224,777,18,9,195,27,74117,1
11225,80,4,13,88,23,74115,3
11226,332,9,24,184,14,74383,1
11227,192,1,22,46,10,74243,4
11227,192,1,22,64,12,74243,2
11228,900,13,11,29,4,74320,1
11229,572,1,1,91,17,74219,3
11230,873,16,15,156,40,74384,2
11231,914,13,11,124,23,74264,1
11232,754,4,11,110,25,74157,3
11232,754,4,11,67,13,74157,2
11233,827,16,14,202,38,74282,1
11234,633,17,15,108,21,74128,1
11235,305,4,7,134,21,74197,1
11236,1,22,6,125,23,74282,1
11237,919,8,25,67,13,74416,5
11237,919,8,25,122,22,74416,5
11237,919,8,25,22,5,74416,5
11238,910,3,24,201,27,74398,2
11239,815,18,6,107,21,74173,1
11240,50,21,26,99,25,74374,3
11240,50,21,26,199,20,74374,2
11240,50,21,26,196,19,74374,4
11241,425,24,26,212,32,74310,2
11242,343,4,22,168,13,74295,1
11244,426,8,12,40,8,74152,3
11246,265,5,6,193,19,74460,1
11248,119,9,2,2,1,74323,3
11248,119,9,2,69,13,74323,2
11248,119,9,2,180,39,74323,3
11250,517,8,26,21,4,74123,3
11252,812,3,21,11,22,74248,3
11254,645,20,25,180,39,74386,5
11256,272,21,23,173,38,74359,1
11258,530,12,2,232,36,74271,1
11260,803,8,15,16,4,74365,3
11262,271,14,16,115,41,74302,3
11264,844,10,23,112,41,74336,3
11266,538,4,11,92,17,74396,1
11268,347,11,2,227,34,74230,3
11268,347,11,2,161,18,74230,2
11268,347,11,2,176,25,74230,4
11268,347,11,2,170,13,74230,2
11268,347,11,2,33,6,74230,5
11270,672,7,6,136,23,74369,1
11272,355,24,23,109,21,74206,1
11272,355,24,23,74,16,74206,3
11274,391,24,5,198,38,74435,1
11276,895,24,20,147,26,74426,4
11278,263,6,5,107,21,74187,4
11280,230,2,8,158,40,74399,5
11280,230,2,8,6,22,74399,5
11300,314,1,12,199,20,74243,2
11301,667,9,23,126,37,74209,1
11302,513,18,5,162,18,74324,2
11303,640,8,21,127,37,74296,5
11303,640,8,21,175,39,74296,3
11304,925,3,18,123,22,74273,2
11305,446,14,13,6,22,74252,1
11306,554,17,17,154,40,74172,1
11307,665,15,19,11,22,74163,1
11308,574,7,23,131,25,74371,4
11309,160,14,17,70,14,74115,1
11310,300,3,23,132,13,74283,4
11311,693,21,3,45,10,74273,1
11312,71,8,5,38,8,74451,5
11312,71,8,5,177,13,74451,3
11312,71,8,5,169,13,74451,4
11312,71,8,5,64,12,74451,3
11312,71,8,5,178,39,74451,2
11313,735,2,5,146,26,74132,4
11314,710,13,2,50,10,74280,3
11315,481,19,17,72,15,74248,1
11316,829,11,22,105,21,74143,1
11317,97,9,23,190,28,74261,3
11318,229,1,6,15,3,74387,1
11319,189,11,6,32,6,74115,3
11321,154,10,13,85,18,74372,2
11321,154,10,13,49,10,74372,3
11321,154,10,13,84,18,74372,1
11321,154,10,13,159,40,74372,3
11321,154,10,13,204,31,74372,1
11323,575,17,8,50,10,74444,3
11323,575,17,8,229,35,74444,2
11325,83,15,6,229,35,74307,2
11325,83,15,6,137,23,74307,3
11327,431,9,7,153,22,74261,1
11329,572,4,8,140,24,74422,1
11331,401,17,13,212,32,74387,4
11333,288,4,25,229,35,74276,1
11335,219,24,14,73,15,74241,2
11337,558,11,25,143,21,74282,1
11339,683,6,12,91,17,74155,1
11341,166,21,7,16,4,74427,1
11343,869,5,15,36,8,74458,2
11343,869,5,15,125,23,74458,3
11345,532,11,6,161,18,74420,2
11347,337,8,8,215,33,74154,1
11349,252,6,21,65,12,74240,1
11349,252,6,21,178,39,74240,3
11351,183,10,4,45,10,74273,4
11353,299,9,15,81,18,74158,4
11355,422,4,22,56,11,74422,4
11355,422,4,22,167,14,74422,3
11357,600,21,7,177,13,74373,1
11377,817,21,24,60,11,74394,5
11378,752,17,17,60,11,74376,3
11378,752,17,17,78,17,74376,4
11378,752,17,17,83,18,74376,2
11379,333,12,22,51,9,74384,5
11379,333,12,22,229,35,74384,3
11380,1000,24,22,184,14,74114,4
11381,124,21,23,161,18,74242,1
11382,381,22,15,182,18,74220,3
11382,381,22,15,194,19,74220,2
11382,381,22,15,219,36,74220,4
11383,164,1,6,35,7,74273,1
11384,446,13,16,147,26,74448,3
11385,842,4,18,192,29,74115,4
11386,483,21,12,231,36,74336,5
11386,483,21,12,51,9,74336,3
11387,898,1,7,152,21,74168,2
11387,898,1,7,157,40,74168,4
11388,115,22,19,51,9,74162,4
11388,115,22,19,43,10,74162,3
11389,414,23,13,116,41,74293,3
11390,901,4,12,203,30,74353,4
11391,280,19,10,174,14,74252,1
11392,585,16,11,45,10,74452,1
11393,818,24,6,135,21,74384,4
11393,818,24,6,20,4,74384,4
11393,818,24,6,85,18,74384,1
11394,75,19,20,134,21,74236,4
11395,762,13,24,66,13,74423,3
11395,762,13,24,187,28,74423,5
11395,762,13,24,110,25,74423,4
11396,999,19,13,107,21,74244,1
11398,461,5,6,99,25,74188,1
11400,10,16,2,165,14,74354,1
11402,824,9,23,176,25,74443,2
11402,824,9,23,197,20,74443,2
11402,824,9,23,159,40,74443,5
11404,109,15,17,85,18,74320,1
11406,942,14,9,14,3,74396,2
11408,590,17,2,12,2,74113,1
11410,741,17,2,183,18,74380,3
11412,958,13,11,170,13,74425,1
11412,958,13,11,9,22,74425,4
11414,713,2,24,166,14,74154,4
11414,713,2,24,24,7,74154,5
11414,713,2,24,38,8,74154,2
11416,529,10,25,79,17,74261,1
11418,642,4,25,5,1,74109,5
11418,642,4,25,33,6,74109,2
11418,642,4,25,64,12,74109,4
11420,596,9,5,86,18,74167,3
11420,596,9,5,201,27,74167,5
11420,596,9,5,4,1,74167,2
11422,313,13,4,193,19,74425,1
11424,361,23,19,119,18,74291,1
11426,758,20,18,171,13,74279,1
11428,4,22,10,47,9,74200,1
11430,432,11,20,2,1,74184,3
11432,640,13,24,161,18,74274,1
11434,34,14,20,3,1,74277,2
11434,34,14,20,173,38,74277,3
11434,34,14,20,158,40,74277,2
11434,34,14,20,80,18,74277,2
11454,222,21,22,42,9,74113,2
11455,913,3,7,137,23,74397,5
11455,913,3,7,136,23,74397,3
11456,517,1,6,78,17,74262,2
11457,610,20,13,230,35,74179,1
11458,224,1,16,197,20,74457,2
11459,299,21,25,168,13,74108,2
11459,299,21,25,212,32,74108,2
11460,611,20,20,13,2,74275,4
11461,122,16,17,85,18,74223,1
11462,572,16,14,60,11,74419,2
11463,681,19,25,104,13,74290,3
11464,991,3,8,233,11,74139,1
11465,104,19,19,42,9,74354,4
11466,120,23,20,54,9,74154,2
11467,804,24,6,229,35,74309,4
11467,804,24,6,201,27,74309,5
11468,937,10,16,224,34,74158,1
11469,71,10,26,186,27,74276,2
11469,71,10,26,66,13,74276,2
11470,30,11,24,105,21,74374,2
11471,580,18,12,188,28,74240,1
11472,205,14,20,206,31,74219,2
11473,111,2,6,32,6,74116,1
11475,165,1,16,145,13,74181,5
11475,165,1,16,82,18,74181,5
11477,382,22,11,70,14,74235,1
11479,941,24,21,36,8,74189,3
11479,941,24,21,26,6,74189,3
11481,115,10,25,48,9,74235,2
11483,881,8,5,128,37,74170,1
11485,2,23,13,44,10,74122,3
11485,2,23,13,147,26,74122,4
11485,2,23,13,74,16,74122,3
11487,384,4,8,212,32,74380,2
11487,384,4,8,178,39,74380,4
11489,841,19,11,211,31,74167,5
11489,841,19,11,162,18,74167,2
11489,841,19,11,74,16,74167,4
11491,282,1,17,138,24,74181,1
11493,785,17,15,14,3,74222,2
11493,785,17,15,218,34,74222,2
11493,785,17,15,190,28,74222,4
11495,747,10,26,83,18,74197,3
11495,747,10,26,203,30,74197,2
11497,981,6,1,52,9,74182,1
11499,109,16,9,166,14,74454,4
11499,109,16,9,207,31,74454,5
11501,368,24,20,47,9,74314,1
11503,812,1,24,167,14,74263,3
11503,812,1,24,31,6,74263,3
11505,352,23,11,72,15,74416,1
11507,215,8,8,2,1,74304,2
11507,215,8,8,186,27,74304,2
11509,426,10,11,109,21,74251,2
11511,90,21,20,193,19,74434,4
11531,694,10,11,25,5,74435,3
11531,694,10,11,124,23,74435,5
11532,53,7,13,134,21,74240,1
11533,207,8,11,7,22,74447,3
11533,207,8,11,2,1,74447,2
11533,207,8,11,224,34,74447,4
11534,939,17,26,207,31,74421,1
11535,56,9,18,32,6,74313,5
11536,766,11,2,148,13,74354,2
11536,766,11,2,30,6,74354,3
11537,680,24,1,93,17,74118,3
11538,139,3,7,26,6,74321,5
11539,140,17,2,225,34,74302,1
11540,554,24,8,164,14,74457,1
11541,14,5,21,88,23,74131,3
11542,852,20,8,45,10,74249,1
11543,385,19,13,176,25,74111,3
11544,18,9,11,146,26,74147,4
11544,18,9,11,208,31,74147,2
11544,18,9,11,142,24,74147,2
11545,272,10,5,165,14,74289,4
11545,272,10,5,173,38,74289,4
11546,737,12,20,156,40,74111,1
11547,950,24,5,46,10,74262,1
11548,953,10,18,62,12,74427,4
11548,953,10,18,129,37,74427,1
11549,349,15,14,37,8,74338,1
11550,650,10,4,153,22,74336,1
11552,510,5,1,120,18,74279,2
11554,804,20,2,85,18,74120,1
11556,332,7,21,42,9,74283,1
11558,123,2,17,135,21,74374,4
11560,148,13,18,118,18,74221,3
11560,148,13,18,81,18,74221,2
11562,438,9,10,125,23,74233,4
11564,833,16,25,97,25,74108,2
11564,833,16,25,140,24,74108,3
11564,833,16,25,115,41,74108,3
11564,833,16,25,27,7,74108,2
11566,485,5,20,184,14,74159,1
11568,664,12,6,108,21,74393,1
11570,48,6,16,219,36,74463,1
11572,580,4,9,138,24,74186,3
11574,725,20,12,113,41,74232,3
11574,725,20,12,203,30,74232,2
11576,577,3,12,44,10,74313,1
11578,918,16,7,181,39,74176,1
11580,591,1,18,128,37,74212,4
11582,203,19,11,19,7,74140,1
11584,974,17,24,76,16,74211,3
11586,900,20,9,42,9,74273,5
11588,949,22,1,76,16,74389,1
11608,286,19,19,179,39,74343,1
11609,49,2,12,216,33,74120,4
11609,49,2,12,7,22,74120,4
11610,695,13,21,142,24,74361,2
11611,134,5,26,222,33,74145,3
11612,760,24,21,167,14,74221,4
11613,263,9,8,33,6,74149,2
11614,813,21,24,189,29,74391,1
11614,813,21,24,52,9,74391,2
11615,375,23,14,152,21,74191,4
11616,611,5,23,154,40,74461,4
11616,611,5,23,224,34,74461,3
11617,399,15,24,195,27,74375,2
11618,360,4,11,150,16,74210,1
11619,208,19,19,148,13,74422,1
11620,615,6,1,16,4,74421,3
11621,965,3,19,76,16,74425,1
11621,965,3,19,17,5,74425,1
11622,618,8,2,84,18,74454,2
11623,855,13,12,71,14,74433,1
11624,819,14,23,166,14,74466,3
11625,354,15,4,144,26,74237,3
11626,19,19,25,146,26,74142,1
11627,590,23,20,138,24,74289,1
11629,553,17,17,185,27,74207,3
11629,553,17,17,29,4,74207,2
11631,191,22,11,187,28,74219,1
11633,11,23,18,1,1,74227,3
11633,11,23,18,68,13,74227,4
11635,453,17,1,182,18,74433,1
11637,307,19,7,125,23,74114,3
11637,307,19,7,166,14,74114,2
11639,337,10,23,90,17,74157,1
11641,581,10,7,174,14,74304,4
11643,825,10,2,213,32,74228,2
11645,667,13,14,53,9,74175,4
11647,340,22,17,178,39,74426,1
11647,340,22,17,3,1,74426,2
11649,612,8,1,144,26,74311,4
11651,359,19,6,226,34,74216,3
11653,455,3,8,90,17,74208,5
11655,24,11,14,214,32,74232,2
11655,24,11,14,6,22,74232,3
11657,185,2,5,193,19,74273,1
11659,991,23,19,190,28,74387,2
11661,826,9,15,84,18,74417,1
11663,604,9,4,93,17,74352,4
11665,640,18,4,146,26,74432,5
11685,14,10,1,80,18,74250,1
11686,130,22,11,169,13,74298,2
11687,822,24,7,164,14,74306,2
11688,959,16,6,2,1,74343,4
11689,593,6,12,127,37,74362,5
11690,452,10,13,86,18,74447,1
11691,22,19,20,218,34,74328,3
11691,22,19,20,185,27,74328,3
11692,707,8,3,215,33,74414,3
11693,510,5,23,7,22,74372,2
11694,728,20,2,219,36,74413,5
11694,728,20,2,179,39,74413,5
11695,551,18,19,217,34,74179,1
11696,766,2,18,127,37,74467,3
11696,766,2,18,141,24,74467,3
11697,424,6,12,128,37,74234,1
11698,473,9,6,74,16,74198,3
11699,46,20,25,157,40,74464,1
11700,340,9,4,3,1,74145,4
11700,340,9,4,151,22,74145,3
11701,91,19,10,128,37,74109,1
11702,791,12,12,151,22,74357,4
11702,791,12,12,134,21,74357,2
11703,832,7,19,40,8,74279,5
11704,151,10,11,81,18,74425,2
11704,151,10,11,195,27,74425,2
11706,590,24,21,44,10,74307,1
11708,15,23,17,230,35,74168,3
11710,314,12,20,112,41,74176,2
11712,560,20,23,87,23,74436,1
11714,67,7,15,233,11,74229,2
11714,67,7,15,228,34,74229,1
11716,92,21,3,110,25,74306,1
11718,27,22,7,214,32,74245,4
11720,788,18,7,65,12,74243,4
11720,788,18,7,199,20,74243,2
11722,569,23,11,61,12,74158,5
11722,569,23,11,16,4,74158,3
11722,569,23,11,28,7,74158,5
11722,569,23,11,144,26,74158,1
11722,569,23,11,156,40,74158,4
11724,769,2,6,202,38,74178,3
11726,716,22,4,179,39,74367,3
11726,716,22,4,232,36,74367,2
11726,716,22,4,151,22,74367,2
11726,716,22,4,39,8,74367,3
11728,222,6,26,32,6,74290,3
11728,222,6,26,5,1,74290,1
11730,329,8,25,151,22,74360,1
11732,705,20,19,145,13,74245,1
11734,573,11,10,35,7,74291,1
11736,452,7,9,27,7,74337,2
11736,452,7,9,203,30,74337,4
11736,452,7,9,57,11,74337,4
11738,83,4,7,211,31,74415,1
11740,229,17,26,108,21,74291,4
11740,229,17,26,232,36,74291,1
11742,958,6,16,227,34,74397,3
11742,958,6,16,3,1,74397,1
11762,257,24,24,139,24,74386,2
11763,260,24,8,162,18,74327,1
11764,511,13,1,121,22,74232,1
11765,855,6,17,189,29,74382,1
11766,363,8,6,5,1,74350,1
11766,363,8,6,196,19,74350,2
11766,363,8,6,216,33,74350,3
11767,904,20,8,179,39,74250,4
11768,853,9,17,159,40,74137,4
11768,853,9,17,189,29,74137,2
11769,871,14,5,233,11,74404,2
11770,75,10,10,116,41,74230,2
11771,197,14,10,53,9,74147,3
11772,700,13,9,134,21,74125,5
11772,700,13,9,77,16,74125,5
11773,786,11,18,176,25,74199,5
11774,782,1,4,145,13,74269,1
11775,652,17,4,205,31,74333,1
11776,255,7,23,173,38,74417,1
11777,308,2,10,204,31,74395,1
11778,92,5,21,157,40,74131,1
11779,860,22,3,233,11,74198,1
11780,80,9,15,161,18,74359,2
11781,545,24,25,111,25,74326,3
11783,962,20,6,232,36,74356,4
11783,962,20,6,54,9,74356,2
11785,835,7,11,40,8,74405,1
11787,814,6,22,123,22,74253,1
11789,111,1,13,176,25,74264,1
11791,390,6,17,100,25,74210,1
11793,763,20,6,177,13,74394,1
11795,814,13,23,202,38,74179,2
11795,814,13,23,6,22,74179,5
11795,814,13,23,190,28,74179,3
11797,527,8,15,194,19,74239,1
11799,144,15,11,165,14,74181,4
11801,760,24,13,80,18,74421,3
11803,246,12,9,202,38,74259,1
11805,393,5,26,22,5,74391,4
11807,58,12,16,178,39,74396,4
11807,58,12,16,133,13,74396,1
11809,171,13,18,189,29,74128,4
11809,171,13,18,43,10,74128,5
11811,128,14,23,186,27,74177,1
11813,304,3,12,70,14,74269,3
11815,416,16,23,162,18,74292,2
11817,349,6,26,104,13,74187,1
11819,936,6,15,213,32,74275,5
11839,569,13,6,155,40,74210,4
11840,454,8,8,124,23,74344,5
11840,454,8,8,214,32,74344,4
11841,992,2,13,47,9,74146,1
11842,118,11,11,128,37,74235,3
11842,118,11,11,143,21,74235,2
11843,297,19,21,229,35,74161,1
11844,462,20,8,117,41,74156,2
11844,462,20,8,132,13,74156,2
11845,35,24,10,214,32,74202,3
11845,35,24,10,75,16,74202,4
11845,35,24,10,204,31,74202,2
11845,35,24,10,127,37,74202,4
11845,35,24,10,179,39,74202,2
11845,35,24,10,192,29,74202,2
11846,288,6,3,125,23,74448,1
11847,783,12,14,55,9,74213,1
11847,783,12,14,91,17,74213,3
11848,955,5,20,173,38,74276,3
11848,955,5,20,54,9,74276,5
11849,404,13,20,191,19,74295,3
11850,579,8,11,106,21,74311,3
11851,856,21,18,83,18,74290,1
11852,172,3,22,227,34,74282,4
11852,172,3,22,147,26,74282,1
11853,464,8,8,190,28,74300,3
11854,578,4,22,209,30,74368,5
11855,421,13,2,232,36,74155,1
11856,254,13,2,152,21,74359,2
11857,168,13,10,154,40,74171,1
11858,357,16,10,172,25,74426,4
11860,741,4,11,123,22,74418,1
11862,80,20,19,159,40,74147,1
11864,591,12,1,190,28,74365,3
11866,326,23,22,220,35,74297,1
11868,289,20,26,121,22,74374,5
11870,516,12,15,38,8,74156,4
11870,516,12,15,130,18,74156,2
11870,516,12,15,229,35,74156,4
11872,290,10,23,156,40,74238,2
11872,290,10,23,24,7,74238,2
11872,290,10,23,4,1,74238,2
11874,1000,20,23,160,18,74457,1
11876,120,12,23,15,3,74436,1
11876,120,12,23,198,38,74436,1
11878,435,5,9,23,7,74416,4
11878,435,5,9,35,7,74416,2
11880,832,1,6,126,37,74444,3
11880,832,1,6,219,36,74444,1
11882,887,24,5,200,27,74151,1
11884,510,14,9,81,18,74159,4
11884,510,14,9,82,18,74159,1
11886,960,22,11,10,22,74163,1
